Sales_ID,Car_Brand,Car_Model,Car_Variant,Year,Selling_Price,km_Driven,Mileage,Engine,Max_Power,Seats,Fuel,Transmission,Owner,Seller_Type,Sold,City_Name,City_Code,State_Name,State_Code,Region,Region_Code,Postal_Code
3584,Toyota,Innova,STR,2011,550000,250000,12.8,2494.0,102.0,7,Diesel,Manual,Second Owner,Individual,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
3585,Toyota,Innova,seater,2011,550000,250000,12.8,2494.0,102.0,7,Diesel,Manual,Second Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
3586,Ford,Figo,MT,2019,675000,2789,18.16,1196.0,86.8,5,Petrol,Manual,First Owner,Dealer,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
3587,Ford,Freestyle,Diesel,2018,700000,35278,23.8,1499.0,98.97,5,Diesel,Manual,First Owner,Dealer,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
3588,Ford,Freestyle,Diesel,2018,795000,2860,23.8,1499.0,98.97,5,Diesel,Manual,First Owner,Dealer,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
3589,Toyota,Innova,STR,2010,515000,200000,12.8,2494.0,102.0,7,Diesel,Manual,First Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
3590,Mahindra,KUV,Plus,2018,450000,20000,18.15,1198.0,82.0,6,Petrol,Manual,First Owner,Individual,N,Hyderabad,CT05,Telangana,ST25,South,R4,500020
3591,Hyundai,Getz,GVS,2008,155000,60000,15.0,1086.0,66.6,5,Petrol,Manual,Third Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
3592,Toyota,Etios,VXD,2011,350000,100000,23.59,1364.0,67.1,5,Diesel,Manual,Second Owner,Individual,N,Jamshedpur,CT27,Jharkhand,ST11,East,R2,831001
3593,Ford,Figo,Titanium,2011,250000,78562,20.0,1399.0,68.0,5,Diesel,Manual,First Owner,Dealer,N,Vadodara,CT17,Gujarat,ST07,West,R3,391510
3594,Hyundai,Verna,SX,2011,450000,96000,22.32,1582.0,126.32,5,Diesel,Manual,Fourth & Above Owner,Individual,N,Hyderabad,CT05,Telangana,ST25,South,R4,500020
3595,Hyundai,Verna,SX,2011,450000,96000,22.32,1582.0,126.32,5,Diesel,Manual,Fourth & Above Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3596,Maruti,800,BSII,2003,55599,36088,16.1,796.0,37.0,4,Petrol,Manual,First Owner,Individual,N,Pune,CT02,Maharashtra,ST15,West,R3,411002
3597,Hyundai,i20,CRDi,2014,420000,50000,22.54,1396.0,88.73,5,Diesel,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3599,Maruti,S-Cross,SH,2018,750000,40000,25.1,1248.0,88.5,5,Diesel,Manual,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
3600,Datsun,GO,Option,2020,450000,10000,19.02,1198.0,67.05,5,Petrol,Manual,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
3601,Maruti,Swift,BSIII,2008,175000,60000,17.8,1248.0,75.0,5,Diesel,Manual,Second Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3602,Hyundai,i20,Petrol,2019,650000,10000,17.19,1197.0,81.86,5,Petrol,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3603,Maruti,Ertiga,Plus,2018,1050000,10000,25.47,1248.0,88.5,7,Diesel,Manual,First Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
3604,Hyundai,Verna,,2011,375000,35000,22.32,1582.0,126.32,5,Diesel,Manual,Second Owner,Individual,N,Jamshedpur,CT27,Jharkhand,ST11,East,R2,831001
3605,Hyundai,Santa,MT,2014,1100000,80000,14.74,2199.0,194.3,7,Diesel,Manual,First Owner,Individual,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
3606,Mahindra,XUV500,BSIV,2019,1550000,28000,15.1,2179.0,152.87,7,Diesel,Manual,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
3607,Ford,Figo,Edition,2017,620000,35000,24.29,1498.0,99.0,5,Diesel,Manual,First Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
3608,Jeep,Compass,,2017,1511000,32000,16.3,1956.0,170.0,5,Diesel,Manual,First Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
3609,Maruti,Wagon,LXI,2003,135000,40000,18.9,998.0,67.1,5,Petrol,Manual,First Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3610,Hyundai,Verna,,2011,375000,35000,22.32,1582.0,126.32,5,Diesel,Manual,Second Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3611,Renault,KWID,RXL,2019,320000,10000,25.17,799.0,53.3,5,Petrol,Manual,First Owner,Individual,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
3612,Mahindra,XUV500,BSIV,2019,1650000,25000,15.1,2179.0,152.87,7,Diesel,Automatic,Second Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3613,Maruti,Alto,VXI,2016,320000,50000,23.95,998.0,67.05,5,Petrol,Manual,First Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3614,Maruti,Swift,BSIV,2012,400000,129000,19.3,1248.0,73.9,5,Diesel,Manual,First Owner,Individual,N,Jamshedpur,CT27,Jharkhand,ST11,East,R2,831001
3615,Mahindra,XUV500,FWD,2015,900000,100000,16.0,2179.0,140.0,7,Diesel,Automatic,Second Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
3616,Maruti,Alto,LXI,2018,310000,30000,24.7,796.0,47.3,5,Petrol,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3617,Tata,Nexon,XM,2018,595000,28000,17.0,1198.0,108.5,5,Petrol,Manual,Second Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3618,Maruti,SX4,Zeta,2017,800000,60000,23.65,1248.0,88.5,5,Diesel,Manual,First Owner,Individual,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
3619,Mahindra,Verito,BSIII,2013,350000,70000,13.87,1598.0,86.0,5,Petrol,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3620,Tata,Indica,LX,2013,275000,110000,19.1,1405.0,70.0,5,Diesel,Manual,First Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
3621,Maruti,Eeco,BSIV,2019,420000,10000,15.37,1196.0,73.0,5,Petrol,Manual,First Owner,Individual,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
3622,Hyundai,Verna,ABS,2008,250000,110000,18.1,1493.0,110.0,5,Diesel,Manual,Second Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
3623,Maruti,Swift,BSIV,2007,250000,100000,17.8,1248.0,75.0,5,Diesel,Manual,Second Owner,Individual,N,Jamshedpur,CT27,Jharkhand,ST11,East,R2,831001
3624,Mahindra,Scorpio,BSIII,2008,290000,120000,12.05,2179.0,120.0,8,Diesel,Manual,Second Owner,Individual,N,Chennai,CT03,Tamil Nadu,ST24,South,R4,600020
3625,Hyundai,Xcent,Option,2016,525000,60000,16.9,1197.0,82.0,5,Petrol,Automatic,First Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3626,Mahindra,Scorpio,Turbo,2008,250000,110000,10.5,2609.0,120.0,7,Diesel,Manual,Third Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
3628,Maruti,Celerio,VXI,2017,430000,10000,23.1,998.0,67.04,5,Petrol,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3629,Maruti,Baleno,,2017,630000,35000,21.4,1197.0,83.1,5,Petrol,Manual,First Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
3630,Tata,Tigor,Option,2018,550000,23000,20.3,1199.0,84.0,5,Petrol,Manual,First Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
3631,Maruti,Swift,VDI,2019,630000,15000,28.4,1248.0,74.0,5,Diesel,Manual,Second Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3632,Mahindra,TUV,BSIV,2018,850000,20000,18.49,2179.0,120.0,9,Diesel,Manual,First Owner,Individual,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
3633,Mahindra,Bolero,WD,2011,455000,90000,13.6,2523.0,63.0,7,Diesel,Manual,First Owner,Individual,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
3634,Mahindra,Bolero,WD,2011,445000,90000,13.6,2523.0,63.0,7,Diesel,Manual,First Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
3635,Hyundai,i20,CRDi,2013,370000,80000,21.9,1396.0,88.76,5,Diesel,Manual,First Owner,Individual,N,kanpur,CT20,Uttar Pradesh,ST28,Central,R1,208002
3636,Hyundai,Grand,Sportz,2016,500000,50000,18.9,1197.0,82.0,5,Petrol,Manual,First Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
3638,Tata,Indica,LX,2012,140000,185000,19.4,1405.0,70.0,5,Diesel,Manual,Second Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3639,Maruti,Swift,VXI,2019,550000,40000,21.21,1197.0,81.8,5,Petrol,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3640,Renault,KWID,Optional,2017,300000,30000,23.01,999.0,67.0,5,Petrol,Manual,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
3641,Tata,Indigo,IV,2011,150000,120000,23.03,1396.0,69.0,5,Diesel,Manual,First Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
3642,Maruti,Wagon,IV,2011,229999,500000,18.9,998.0,67.1,5,Petrol,Manual,Second Owner,Individual,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
3643,Mahindra,Scorpio,Plus,2017,880000,46000,15.4,2179.0,120.0,7,Diesel,Manual,First Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
3644,Toyota,Fortuner,Diesel,2011,900000,120000,11.5,2982.0,171.0,7,Diesel,Manual,First Owner,Individual,N,Pune,CT02,Maharashtra,ST15,West,R3,411002
3645,Mahindra,Scorpio,Seater,2015,720000,80000,15.4,2523.0,75.0,9,Diesel,Manual,First Owner,Individual,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
3646,Hyundai,i20,CRDi,2016,550000,90000,22.54,1396.0,88.73,5,Diesel,Manual,Second Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
3647,Mahindra,Scorpio,Seater,2015,720000,90000,15.4,2523.0,75.0,9,Diesel,Manual,First Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
3649,Maruti,Swift,BSIV,2016,535000,70000,25.2,1248.0,74.0,5,Diesel,Manual,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
3650,Hyundai,Xcent,Base,2015,320000,91000,24.4,1120.0,71.0,5,Diesel,Manual,Third Owner,Individual,N,Patna,CT13,Bihar,ST04,East,R2,800002
3651,Hyundai,i20,CRDi,2015,500000,90000,22.54,1396.0,88.73,5,Diesel,Manual,First Owner,Individual,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
3652,Maruti,Ertiga,VDI,2014,525000,110000,20.77,1248.0,88.76,7,Diesel,Manual,Second Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3653,Renault,KWID,BSIV,2019,220000,90000,23.01,999.0,67.0,5,Petrol,Manual,First Owner,Individual,N,Hyderabad,CT05,Telangana,ST25,South,R4,500020
3654,Tata,Tiago,XT,2018,350000,50000,23.84,1199.0,84.0,5,Petrol,Manual,First Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
3655,Mahindra,TUV,,2016,530000,60000,18.49,1493.0,100.0,7,Diesel,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3656,Maruti,Alto,LXI,2013,215000,35000,22.74,796.0,47.3,5,Petrol,Manual,First Owner,Individual,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
3657,Volkswagen,Vento,Highline,2012,335000,100000,20.54,1598.0,103.6,5,Diesel,Manual,First Owner,Individual,N,Patna,CT13,Bihar,ST04,East,R2,800002
3658,Hyundai,Xcent,Base,2015,320000,90000,24.4,1120.0,71.0,5,Diesel,Manual,Second Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
3659,Ford,Figo,LXI,2011,135000,120000,20.0,1399.0,68.0,5,Diesel,Manual,Second Owner,Individual,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
3660,Maruti,A-Star,Vxi,2009,175000,95000,19.0,998.0,66.1,5,Petrol,Manual,Second Owner,Individual,N,Pune,CT02,Maharashtra,ST15,West,R3,411002
3661,Mahindra,Bolero,ZLX,2017,800000,35000,15.96,2523.0,62.1,7,Diesel,Manual,First Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
3662,Tata,Indica,IV,2007,78000,38000,15.3,1193.0,65.3,5,Petrol,Manual,Second Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
3663,Honda,City,VX,2014,565000,56000,17.4,1497.0,117.3,5,Petrol,Manual,Second Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
3664,Hyundai,i20,CRDi,2017,575000,50000,22.54,1396.0,88.73,5,Diesel,Manual,First Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
3665,Hyundai,EON,Plus,2014,170000,70000,21.1,814.0,55.2,5,Petrol,Manual,Second Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
3666,Maruti,Alto,VXI,2014,250999,30000,22.74,796.0,47.3,5,Petrol,Manual,First Owner,Individual,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
3667,Mahindra,XUV500,WD,2015,950000,188000,16.0,2179.0,140.0,7,Diesel,Manual,First Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3668,Honda,City,E,2014,650000,60000,17.8,1497.0,117.3,5,Petrol,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3669,Tata,Safari,EX,2013,550000,133000,14.0,2179.0,138.1,7,Diesel,Manual,First Owner,Individual,N,Vadodara,CT17,Gujarat,ST07,West,R3,391510
3670,Toyota,Innova,Seater,2010,650000,160000,12.8,2494.0,102.0,7,Diesel,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3671,Mahindra,XUV500,WD,2013,800000,150000,15.1,2179.0,140.0,7,Diesel,Manual,Second Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
3672,Maruti,Alto,VXI,2020,250999,30000,22.05,796.0,47.3,5,Petrol,Manual,First Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
3673,Maruti,Alto,LXI,2013,170000,60000,22.74,796.0,47.3,5,Petrol,Manual,Second Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3674,Tata,Indigo,III,2013,250000,30000,19.09,1396.0,69.0,5,Diesel,Manual,First Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
3675,Chevrolet,Enjoy,Seater,2014,312000,80000,13.7,1399.0,98.82,7,Petrol,Manual,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
3676,Maruti,Alto,LXI,2014,250000,20000,22.74,796.0,47.3,5,Petrol,Manual,First Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
3677,Hyundai,EON,Plus,2013,200000,80000,21.1,814.0,55.2,5,Petrol,Manual,First Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3678,Mahindra,Scorpio,Seater,2016,670000,73000,15.4,2523.0,75.0,7,Diesel,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3679,Hyundai,EON,Plus,2017,270000,50000,21.1,814.0,55.2,5,Petrol,Manual,First Owner,Individual,N,kanpur,CT20,Uttar Pradesh,ST28,Central,R1,208002
3680,Mahindra,Bolero,SLX,2012,360000,200000,15.96,2523.0,62.1,7,Diesel,Manual,First Owner,Individual,N,Surat,CT14,Gujarat,ST07,West,R3,395101
3681,Maruti,Swift,VDI,2018,630000,46000,28.4,1248.0,74.0,5,Diesel,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3682,Maruti,800,BSII,2003,55599,36088,16.1,796.0,37.0,4,Petrol,Manual,First Owner,Individual,N,Patna,CT13,Bihar,ST04,East,R2,800002
3683,Mahindra,Supro,Str,2018,400000,50000,23.5,909.0,45.0,8,Diesel,Manual,First Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
3684,Hyundai,i20,CRDi,2014,420000,50000,22.54,1396.0,88.73,5,Diesel,Manual,First Owner,Individual,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
3685,Maruti,Ciaz,Alpha,2018,764000,25000,20.73,1373.0,91.1,5,Petrol,Manual,First Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
3686,Mahindra,Bolero,SLE,2019,710000,30000,15.96,2523.0,62.1,7,Diesel,Manual,First Owner,Individual,N,Jaipur,CT06,Rajasthan,ST22,North,R5,302029
3687,Tata,Hexa,XT,2018,1575000,30000,17.6,2179.0,153.86,7,Diesel,Manual,First Owner,Individual,N,Pune,CT02,Maharashtra,ST15,West,R3,411002
3688,Force,One,Seating,2018,1050000,13000,17.0,2200.0,139.01,7,Diesel,Manual,First Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
3689,Maruti,XL6,Alpha,2019,1000000,15000,19.01,1462.0,103.2,6,Petrol,Manual,First Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
3690,Maruti,SX4,Sigma,2017,650000,44000,23.65,1248.0,88.5,5,Diesel,Manual,First Owner,Dealer,N,Surat,CT14,Gujarat,ST07,West,R3,395101
3691,Ford,EcoSport,BSIV,2015,600000,63000,22.77,1498.0,98.59,5,Diesel,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3692,Mahindra,TUV,,2016,509999,110000,18.49,1493.0,100.0,7,Diesel,Manual,First Owner,Individual,N,Gangtok,CT16,Sikkim,ST23,North East,R6,737101
3693,Hyundai,Xcent,Option,2017,610000,14000,19.1,1197.0,82.0,5,Petrol,Manual,First Owner,Individual,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
3694,Maruti,Alto,VXI,2017,310000,35000,24.7,796.0,47.3,5,Petrol,Manual,First Owner,Individual,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
3695,Mahindra,Bolero,BSIII,2016,720000,35000,15.96,2523.0,62.1,7,Diesel,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3696,Tata,Indigo,BSIII,2012,158000,110000,19.09,1396.0,69.0,5,Diesel,Manual,Second Owner,Individual,N,Patna,CT13,Bihar,ST04,East,R2,800002
3697,Tata,Indigo,LS,2011,175000,85700,17.0,1405.0,70.0,5,Diesel,Manual,Second Owner,Individual,N,Noida,CT12,Uttar Pradesh,ST28,Central,R1,201301
3698,Maruti,Ritz,VDi,2010,217000,120000,21.1,1248.0,73.9,5,Diesel,Manual,First Owner,Individual,N,Surat,CT14,Gujarat,ST07,West,R3,395101
3699,Honda,Amaze,DTEC,2013,484999,50000,25.8,1498.0,98.6,5,Diesel,Manual,First Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3701,Hyundai,Xcent,SX,2016,550000,35000,24.4,1120.0,71.0,5,Diesel,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3702,Maruti,Swift,ZXI,2012,280000,70000,18.6,1197.0,85.8,5,Petrol,Manual,Second Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3703,Ford,Classic,LXI,2013,350000,90000,14.09,1596.0,99.6,5,Petrol,Manual,First Owner,Individual,N,Hyderabad,CT05,Telangana,ST25,South,R4,500020
3704,Mahindra,XUV500,WD,2017,1150000,42000,16.0,2179.0,140.0,7,Diesel,Manual,Second Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
3705,Hyundai,Grand,Magna,2016,420000,30000,18.9,1197.0,82.0,5,Petrol,Manual,Second Owner,Individual,N,Vadodara,CT17,Gujarat,ST07,West,R3,391510
3706,Maruti,Ciaz,Alpha,2017,810000,80000,20.73,1373.0,91.1,5,Petrol,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3707,Hyundai,i20,Sportz,2011,290000,90000,17.0,1197.0,80.0,5,Petrol,Manual,Third Owner,Individual,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
3708,Chevrolet,Beat,LT,2012,180000,60000,18.6,1199.0,79.4,5,Petrol,Manual,First Owner,Individual,N,Ahmedabad,CT11,Gujarat,ST07,West,R3,380052
3709,Maruti,Eeco,BSIV,2010,160000,162000,15.37,1196.0,73.0,5,Petrol,Manual,First Owner,Individual,N,Bhubaneshwar,CT15,Odisha,ST20,East,R2,751022
3710,Tata,Nano,XE,2017,66000,70000,23.9,624.0,37.48,4,Petrol,Manual,Third Owner,Individual,N,Indore,CT22,Madhya Pradesh,ST14,Central,R1,452003
3711,Maruti,Wagon,VXI,2015,369000,20000,20.51,998.0,67.04,5,Petrol,Manual,Second Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
3712,Tata,New,IV,2012,300000,80000,13.93,2179.0,138.1,7,Diesel,Manual,Second Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3713,Mahindra,Bolero,AC,2008,350000,90000,13.6,2523.0,63.0,7,Diesel,Manual,First Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
3714,Hyundai,i10,AT,2008,220000,120000,19.2,1197.0,80.0,5,Petrol,Automatic,Second Owner,Individual,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
3715,Chevrolet,Tavera,BSIII,2005,160000,220000,14.8,2499.0,80.0,10,Diesel,Manual,First Owner,Individual,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
3716,Maruti,Swift,BSIV,2009,221000,100000,17.8,1248.0,75.0,5,Diesel,Manual,Second Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3717,Tata,Zest,XT,2017,400000,35000,17.57,1193.0,88.7,5,Petrol,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3718,Toyota,Camry,,2004,250000,120000,13.4,2362.0,164.7,5,Petrol,Manual,Second Owner,Individual,N,Vadodara,CT17,Gujarat,ST07,West,R3,391510
3719,Mahindra,Bolero,BSIII,2011,390000,120000,13.6,2523.0,63.0,7,Diesel,Manual,Fourth & Above Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3720,Maruti,Eeco,BSIV,2012,190000,110000,15.37,1196.0,73.0,5,Petrol,Manual,First Owner,Individual,N,Mysore,CT19,Karnataka,ST12,South,R4,570004
3721,Renault,KWID,RXT,2017,300000,60000,25.17,799.0,53.3,5,Petrol,Manual,First Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
3722,Hyundai,i20,Tone,2017,750000,27000,22.54,1396.0,88.73,5,Diesel,Manual,First Owner,Individual,N,Vadodara,CT17,Gujarat,ST07,West,R3,391510
3723,Maruti,Swift,VDI,2016,650000,50000,26.59,1248.0,74.0,5,Diesel,Manual,First Owner,Individual,N,Bangalore,CT10,Karnataka,ST12,South,R4,560063
3724,Honda,Amaze,Edition,2018,635000,40000,17.8,1198.0,86.7,5,Petrol,Manual,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
3725,Hyundai,Verna,SX,2013,520000,88000,22.32,1582.0,126.32,5,Diesel,Manual,Second Owner,Individual,N,Jamshedpur,CT27,Jharkhand,ST11,East,R2,831001
3726,Mahindra,Scorpio,BSIV,2020,1500000,50000,16.36,2179.0,140.0,7,Diesel,Manual,First Owner,Individual,N,Surat,CT14,Gujarat,ST07,West,R3,395101
3727,Hyundai,Verna,,2012,415000,80000,22.32,1582.0,126.32,5,Diesel,Manual,Second Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3728,Hyundai,Elite,Sportz,2019,700000,60000,22.54,1396.0,88.76,5,Diesel,Manual,First Owner,Individual,N,Kochi,CT07,Kerala,ST13,South,R4,682001
3729,Maruti,Swift,LXI,2017,484999,26000,21.21,1197.0,81.8,5,Petrol,Manual,Second Owner,Individual,N,Nellore,CT25,Andhra Pradesh,ST01,South,R4,524225
3730,Ford,Fiesta,EXI,2007,120000,80000,16.6,1388.0,68.0,5,Petrol,Manual,Second Owner,Individual,N,Ranchi,CT28,Jharkhand,ST11,East,R2,834001
3731,Hyundai,EON,Plus,2014,220000,60000,21.1,814.0,55.2,5,Petrol,Manual,Second Owner,Individual,N,Coimbatore,CT04,Tamil Nadu,ST24,South,R4,641043
3732,Hyundai,i10,Magna,2014,320000,80000,20.36,1197.0,78.9,5,Petrol,Manual,Second Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3733,Maruti,Swift,VDI,2011,375000,90000,22.9,1248.0,74.0,5,Diesel,Manual,Second Owner,Individual,N,Thrissur,CT24,Kerala,ST13,South,R4,680001
3734,Hyundai,Verna,,2012,440000,80000,22.32,1582.0,126.32,5,Diesel,Manual,Second Owner,Individual,N,Patna,CT13,Bihar,ST04,East,R2,800002
3735,Hyundai,Grand,AT,2019,550000,15000,18.9,1197.0,81.86,5,Petrol,Automatic,First Owner,Individual,N,Delhi,CT09,Delhi,ST34,North,R5,110029
3736,Maruti,Swift,BSIV,2017,640000,35000,25.2,1248.0,74.0,5,Diesel,Manual,Second Owner,Individual,N,Ludhiana,CT18,Punjab,ST21,North,R5,141003
3737,Toyota,Etios,GD,2014,420000,120000,23.59,1364.0,67.04,5,Diesel,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3738,Hyundai,Grand,Sportz,2016,330000,63000,24.0,1120.0,70.0,5,Diesel,Manual,Third Owner,Individual,N,Aurangabad,CT26,Maharashtra,ST15,West,R3,431001
3739,Volkswagen,Ameo,Plus,2019,800000,25000,21.66,1498.0,108.62,5,Diesel,Manual,First Owner,Individual,N,Kolkata,CT08,West Bengal,ST29,East,R2,700053
3740,Maruti,Wagon,IV,2011,240000,64500,18.9,998.0,67.1,5,Petrol,Manual,First Owner,Individual,N,Mangalore,CT23,Karnataka,ST12,South,R4,574142
3741,Mahindra,KUV,Plus,2016,360000,100000,25.32,1198.0,77.0,6,Diesel,Manual,Second Owner,Individual,N,Mumbai,CT01,Maharashtra,ST15,West,R3,400053
3742,Hyundai,Verna,SX,2017,750000,40000,23.9,1582.0,126.2,5,Diesel,Manual,First Owner,Individual,N,Vellore,CT29,Tamil Nadu,ST24,South,R4,632001
3743,Hyundai,i20,Executive,2017,570000,15000,18.6,1197.0,81.83,5,Petrol,Manual,Second Owner,Individual,N,Dehradun,CT21,Uttarakhand,ST27,Central,R1,248001
